,id,question,answer,category,judgment,reasoning,model_short_answer,em,f1
10,5a8cea40554299441c6b9f76,"Which mountain is taller, Gasherbrum II or Langtang Ri?",['Gasherbrum II'],fully specified,fully specified,"This question is fully specified because it asks for a factual comparison of the elevations of two well-defined mountain peaks (Gasherbrum II and Langtang Ri). The referents are unambiguous, the scope is precise, and no subjective standards or missing components are involved. The answer relies on established geographic data.",['*   Gasherbrum II'],1,1.0
11,5ab5ecd75542992aa134a3e6,Which Dutch media tycoon transferred all of its media activities to Talpa Holding?,['John de Mol Jr.'],fully specified,fully specified,"This question is fully specified because it refers to a specific historical business transaction involving a known Dutch media figure (Jeroen Oerlemans) and the media company Talpa Holding. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The transfer of media activities to Talpa Holding is a well-documented event in the context of Dutch media history.",['*   John de Mol'],0,0.8571428571
12,5a8ce15d554299653c1aa12f,did Robert Wise have more award nominations than Zoltan Korda?,['yes'],fully specified,fully specified,"This question is fully specified because it refers to two specific individuals (Robert Wise and Zoltan Korda) and asks for a factual comparison of their award nomination counts. The referents are unambiguous, the scope is clear, and the request does not involve subjective interpretation or missing components.",['*   Yes'],1,1.0
13,5ade4da055429939a52fe878,My Neighbor Totoro was produced by a Japanese animation film studio founded in what year?,['1985'],fully specified,fully specified,"This question is fully specified because it refers to a well-known film (""My Neighbor Totoro"") and its production studio (Studio Ghibli), asking for the founding year of that specific entity. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['*   1985'],1,1.0
14,5a7c634c55429907fabeef79,"Which writer died later, Agatha Christie or Clement Greenberg?",['Clement Greenberg'],fully specified,fully specified,"This question is fully specified because it asks for a factual comparison of the death dates of two well-known historical figures, Agatha Christie and Clement Greenberg. The referents are unambiguous, the scope is clear, and no missing components or subjective criteria are involved.",['*   Clement Greenberg'],1,1.0
15,5ae7940c55429952e35ea984,What is the name of shipping magnate Mærsk Mc-Kinney Møller' father?,['A.P. Møller'],fully specified,fully specified,"This question is fully specified because it refers to a specific historical figure (Mærsk Mc-Kinney Møller) and asks for the factual name of his father, which is a well-documented biographical detail. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['*   Arnold Peter Møller'],0,0.4
16,5a7296815542991f9a20c515,"Who brewed the first espresso coffee in space, Patrick Baudry or Samantha Cristoforetti?",['Samantha Cristoforetti'],fully specified,fully specified,"This question is fully specified because it refers to a specific historical event (the first espresso brewed in space) and provides two distinct individuals (Patrick Baudry and Samantha Cristoforetti) as potential candidates. The referents are unambiguous, and the event is well-documented in space exploration history. While the answer depends on factual verification, the question itself is clear and does not require subjective interpretation or missing components.",['*   Samantha Cristoforetti'],1,1.0
17,5ab2e8ad554299340b525562,Who starred alongside South Korean actor and singer Kim Ki-bum in the 2012 romantic comedy series I Love Lee Tae-ri?,['Park Ye-jin'],fully specified,fully specified,"This question is fully specified because it refers to a specific South Korean TV series (""I Love Lee Tae-ri"") from 2012 and explicitly names the actor Kim Ki-bum, asking for the co-stars. The referent is unambiguous, the scope is clear, and the request does not involve subjective interpretation or missing components.",['*   Park Ye-jin'],1,1.0
18,5ab78edc5542995dae37e95c,Where is the school that Tyler Kalinoski went to located?,"['located in Olathe, Kansas']",fully specified,fully specified,"This question is fully specified because it refers to a specific individual (Tyler Kalinoski) and asks for the factual location of the school he attended. Assuming Tyler Kalinoski is a known individual (e.g., a public figure or student at a publicly listed institution), the referent is clear, and the request does not require subjective interpretation or missing contextual details.","['*   Davidson, North Carolina']",0,0.0
19,5a8257fa55429940e5e1a866,The most famous song of the last monarch of Hawaii was what?,['Aloha ʻOe'],fully specified,fully specified,"This question is fully specified because it refers to a well-defined historical figure (the last monarch of Hawaii, King David Kalakaua) and asks for the most famous song associated with him. The referent is unambiguous, the scope is factual, and the answer is a widely recognized historical fact. There are no missing components, no ambiguous references, and no subjective standards involved.",['*   Aloha ʻOe'],1,1.0
20,5a79fac85542996c55b2dcc1,The Curaçao Centre for Correction and Detention changed its name to Sentro di Detenshon i Korekshon Kòrsou at this event which saw the dissolution of a Caribbean country on what date?,['10 October 2010'],fully specified,fully specified,"This question is fully specified because it refers to a specific historical event — the dissolution of the Netherlands Antilles (a Caribbean country) in 2010 — and the corresponding name change of a specific facility (Curaçao Centre for Correction and Detention). The referent is unambiguous, the event is well-documented, and the date is a factual, singular historical occurrence. There are no missing components, no ambiguous references, and no subjective criteria involved.","['*   October 10, 2010']",0,1.0
21,5a81537355429926c1cdad20,What conference champions were putted against each other in the first NBA Finals in which the Orlando Magic's played?,['Eastern Conference champion Orlando Magic against the Western Conference champion Houston Rockets.'],fully specified,fully specified,"This question is fully specified because it refers to a specific historical event: the first NBA Finals in which the Orlando Magic participated (1995) and asks for the conference champions (Western Conference) that faced them. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The answer is directly tied to the 1995 NBA Finals, where the Orlando Magic (Eastern Conference) played against the Chicago Bulls (Western Conference).",['*   Orlando Magic (Eastern Conference)\n*   Houston Rockets (Western Conference)'],0,0.8421052632
22,5a7aa2a255429941d65f270e,"Who was born first, Chester Bennington or Mikael Stanne?",['Bengt Mikael Stanne'],fully specified,fully specified,"This question is fully specified because it asks for a factual comparison of birth dates between two specific individuals, Chester Bennington and Mikael Stanne. The referents are unambiguous, the scope is clear, and no missing components or subjective criteria are involved.",['*   Mikael Stanne'],0,0.8
23,5a72688c5542997f827839b2,The Atik Valide Mosque and Valens Aqueduct are found in what country?,['Turkey'],fully specified,fully specified,"This question is fully specified because it refers to two specific historical landmarks (Atik Valide Mosque and Valens Aqueduct) located in Istanbul, Turkey. The referents are unambiguous, and the geographic context is clear, with no missing components or subjective interpretations required.",['*   Turkey'],1,1.0
24,5ab8372255429919ba4e226b,"What band wrote the song ""Blue Letter"" and was inducted into the Rock and Roll Hall of Fame in 1998?",['Fleetwood Mac'],fully specified,fully specified,"This question is fully specified because it refers to a specific song (""Blue Letter"") and a specific year (1998) for induction into the Rock and Roll Hall of Fame. The referent (The Police) is unambiguously tied to the song and the induction year, with no missing components, no referential ambiguity, and no subjective criteria involved.",['*   Fleetwood Mac'],1,1.0
25,5ac0e064554299012d1db64e,the municipality of Mirditë is in a country that had how many inhabitants in 2016 ?,['almost 3 million'],fully specified,fully specified,"The request is fully specified because it refers to a specific geographic entity (Mirditë, a municipality in Albania) and asks for the population of the country (Albania) in 2016. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The question is clear in its intent, even though the user may not explicitly state the country, as Mirditë is a known municipality in Albania.","['*   2,886,026']",0,0.0
26,5a8574945542997b5ce3fffb,"Which film was Oscar nominated, LaLee's Kin: The Legacy of Cotton or Gimme Shelter, the 1970 Rolling Stones documentary?","[""LaLee's Kin: The Legacy of Cotton""]",fully specified,fully specified,"This question is fully specified because it clearly refers to two specific films and asks for their Oscar nomination status. While ""LaLee's Kin: The Legacy of Cotton"" is not a recognized film, ""Gimme Shelter"" (the 1970 Rolling Stones documentary) is a well-documented Oscar nominee. The referents are unambiguous, and the request is factually grounded without missing components or subjective criteria.","[""*   LaLee's Kin: The Legacy of Cotton""]",1,1.0
27,5a81d1f0554299676cceb0ee,"Which part of Handel's Messiah covers the birth of a child who, according to the gospels of Luke and Matthew, was born in Bethlehem?",['Part I'],fully specified,fully specified,"This question is fully specified because it refers to a well-defined musical work (Handel's *Messiah*) and a specific biblical event (the birth of Jesus in Bethlehem, as described in Luke and Matthew). The request is factually grounded, with no missing components, no ambiguous references, and no subjective criteria. The ""Hallelujah"" movement, particularly the ""Hallelujah"" chorus, is the section that culminates in the narrative of Jesus' birth, including the reference to Bethlehem.",['*   Part I'],1,1.0
28,5a7bf84b5542996dd594b875,What Danish drama thriller which takes place in both Denmark and Africa was produced by Sisse Graum Jørgensen?,['In a Better World'],fully specified,fully specified,"This question is fully specified because it clearly identifies the key elements: the country of origin (Denmark), the genre (drama thriller), the setting (Denmark and Africa), and the producer (Sisse Graum Jørgensen). While the specific title may require external lookup, the question itself is unambiguous and does not lack necessary components or involve subjective preferences.",['*   In a Better World'],1,1.0
29,5a7571135542992d0ec05f98,Ralph Hefferline was a psychology professor at a university that is located in what city?,['New York City'],fully specified,fully specified,"This question is fully specified because it refers to a specific individual (Ralph Hefferline) and their academic affiliation (University of California, Los Angeles), which is a well-documented fact. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['*   New York City'],1,1.0
30,5a8f2fed55429918e830d1c7,Both Bo Diddley and The Yardbirds played which common genre of music during their careers?,['rock and roll'],fully specified,fully specified,"This question is fully specified because it refers to two well-defined musical artists (Bo Diddley and The Yardbirds) and asks for the common genre they both played during their careers. The referents are unambiguous, and the scope is clear — identifying the overlapping genre (rock and roll or rock) is a factual, well-documented musical classification. There are no missing components, no ambiguous references, and no subjective standards involved.",['*   Blues'],0,0.0
31,5ab596d95542992aa134a371,WHere are both Sanming and Jiutai District located?,['China'],fully specified,fully specified,"This question is fully specified because it clearly refers to two distinct administrative divisions (Sanming and Jiutai District) within China, asking for their geographical locations. Both are well-defined entities in China, with no ambiguity in their referents or the scope of the request. The question does not require subjective interpretation or missing contextual details.",['*   China'],1,1.0
32,5a71214d5542994082a3e5b9,What production company was founded by George Balanchine to create a live stage version of the 1942 film Casablanca?,['The Los Angeles Dance Theater'],fully specified,fully specified,"This question is fully specified because it refers to a specific historical event: George Balanchine's founding of a production entity (the New York City Ballet) to create a live stage adaptation of *Casablanca*. The referent is unambiguous, and the scope is factual, with no missing components or subjective criteria. The New York City Ballet is the correct answer, as it was founded by Balanchine and produced the ballet *Casablanca* in 1942.",['*   George Balanchine did not found a production company to create a live stage version of the 1942 film Casablanca.'],0,0.0
33,5ac298f9554299657fa28fc9,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",['Lostprophets disbanded in 2013 after Watkins was charged with sexual offences in late 2012.'],fully specified,fully specified,"This question is fully specified because it refers to two specific individuals (Josey Scott and Ian Watkins) and their known career impacts due to incarceration. The referents are clear, the scope is factual, and the question does not require subjective interpretation or multiple perspectives. Ian Watkins is historically known for his arrest, which impacted his career with The Cult, while Josey Scott’s career was not significantly affected by incarceration.",['*   Ian Watkins'],0,0.125
34,5ae616ce5542992663a4f259,What are the names of the co-directors of the psychological horror film starring Emily Browning and Elizabeth Banks?,['Charles and Thomas Guard'],fully specified,fully specified,"This question is fully specified because it refers to a specific film (psychological horror film starring Emily Browning and Elizabeth Banks) and asks for the factual names of the co-directors. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved. The film in question is ""The Faculty"" (1998), directed by Joel Schumacher and David S. Goyer.",['*   Charles Guard\n*   Thomas Guard'],0,0.75
35,5a7f924c55429969796c1aba,"Which Star of British-Canadian-American satirical comedy, co starting with Ricky Gervais, began his career in sketch comedy series""Full Frontal"" ?",['Eric Banadinović'],fully specified,fully specified,"This question is fully specified because it refers to a specific individual (Ricky Gervais) and a well-defined comedic work (""Full Frontal"") that marks the beginning of his career. The referent is unambiguous, the scope is clear, and the question does not require subjective interpretation or multiple perspectives. The connection to the British-Canadian-American satirical comedy is also explicitly tied to Gervais's known career trajectory.",['*   Damon Herriman'],0,0.0
36,5ab938fb554299131ca422ce,Löwenbräu and Bürgerbräukeller are both located where?,['Germany'],fully specified,fully specified,"This question is fully specified because it refers to two specific German beer companies (Löwenbräu and Bürgerbräukeller) and asks for their shared location. Both are well-known brands with a clear, established geographical anchor in Munich, Germany. The referent is unambiguous, and the request does not involve subjective interpretation or missing components.",['*   Munich'],0,0.0
37,5ae1e80b5542997f29b3c197,Progress MS-09 was used to resupply the satellite that first launched into orbit in what year?,['1998'],fully specified,fully specified,"This question is fully specified because it refers to a specific historical event involving the Progress MS-09 mission and the International Space Station (ISS), which was the first satellite to be resupplied by such a mission. The referent is unambiguous, the scope is factual, and the question does not require subjective interpretation or missing components.",['*   1998'],1,1.0
38,5a89e3995542992e4fca844d,H-63 is a highway that runs near the county seat of what Michigan county?,['Chippewa County'],fully specified,fully specified,"The request is fully specified because it refers to a specific geographic entity (H-63 highway) and asks for the precise location of the county seat, which is a well-defined administrative location. The referent is clear, the scope is precise, and no missing components or subjective criteria are involved.",['*   Mackinac County'],0,0.5
39,5a825b0e55429954d2e2eb0c,The Lucy Maud Montgomery novel about the character Anne Shirley was first translated into Japanese by what woman?,['Hanako Muraoka'],fully specified,fully specified,"This question is fully specified because it refers to a specific literary work (""Anne of Green Gables"" by Lucy Maud Montgomery) and asks for the identity of the first woman to translate it into Japanese. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['*   Hanako Muraoka'],1,1.0
40,5a8a416955429930ff3c0d2b,"What did Eric Radomski produce that premiered on Disney XD on May 26, 2013?",['Avengers Assemble'],fully specified,fully specified,"This question is fully specified because it refers to a specific, well-documented event: the premiere of a specific production by Eric Radomski on Disney XD on a precise date (May 26, 2013). The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The answer is directly tied to a known production, making the question fully specified.",['*   Hulk and the Agents of S.M.A.S.H.'],0,0.0
41,5abee41a5542993fe9a41d79,"What type of auto racing, performed on clay or dirt surfaced oval tracks, is run for the Australian Street Stock Championship? ",['Dirt track racing'],fully specified,fully specified,"This question is fully specified because it refers to a specific racing series (Australian Street Stock Championship) and asks for the type of auto racing (e.g., Stock Car, Drag Racing) associated with it. While the track type (clay/dirt) is contextually relevant, the core referent (the racing category) is unambiguous and well-documented. The question does not require subjective interpretation or missing components.",['*   Speedway racing'],0,0.4
42,5a8327fd5542990548d0b1a3,"Forest Hill, Texas is a suburb of which fifth-largest city in the state?",['Fort Worth'],fully specified,fully specified,"This question is fully specified because it refers to a specific geographic location (Forest Hill, Texas) and asks for the fifth-largest city in the state of Texas that includes this suburb. The referent is clear, the scope is precise, and no missing components or subjective criteria are involved.",['*   Fort Worth'],1,1.0
43,5a7264ed5542990c210a411a,What was the slogan  that came about from the idea of Lebensraum which had its most extreme form supported by the Nazi Party until the end of World War II?,['Blood and soil'],fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical concept (Lebensraum) and its associated slogan used by the Nazi Party. The referent is unambiguous, the scope is factual, and the question does not require subjective interpretation or multiple perspectives. The slogan ""Lebensraum für den deutschen Volk"" (or ""Lebensraum für das deutsche Volk"") is the direct and widely recognized phrase tied to this ideology.",['*   Volk ohne Raum'],0,0.0
44,5a74cfc75542996c70cfadfe,Which Bob Stoops coached team beat the 2016 Auburn Tigers football team?,['2016 Oklahoma Sooners football team'],fully specified,fully specified,"This question is fully specified because it refers to a specific historical event: the 2016 football game between the Oklahoma Sooners (coached by Bob Stoops) and the Auburn Tigers. The referent is unambiguous, the scope is factual, and the answer is directly tied to a known game outcome. There are no missing components, no ambiguous references, and no subjective criteria involved.",['*   2016 Oklahoma Sooners'],0,0.75
45,5abe407155429976d4830ab4,Are Joe Orton and Bernard-Marie Koltès both playwrights ?,['yes'],fully specified,fully specified,"This question is fully specified because it asks for a factual classification of two well-known authors (Joe Orton and Bernard-Marie Koltès) into the profession of playwright. Both are explicitly known for their work in theater, with no ambiguity in their referents or roles. The request is factually clear and does not require subjective interpretation or missing components.",['*   Yes'],1,1.0
46,5a769b115542993569682c51,What American bluegrass singer performed the song Restless with The New Nashville Cats?,"[""Mark O'Connor""]",fully specified,fully specified,"This question is fully specified because it refers to a specific song (""Restless"") and a well-defined bluegrass band (""The New Nashville Cats""), asking for the lead singer associated with the performance. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved.",['*   Ricky Skaggs'],0,0.0
47,5abb8a9b5542996cc5e4a016,Who lived longer- Bernard-Marie Koltès or Philip José Farmer?,['Philip José Farmer'],fully specified,fully specified,"This question is fully specified because it refers to two distinct, well-documented individuals (Bernard-Marie Koltès and Philip José Farmer) and asks for a factual comparison of their lifespans. The referents are unambiguous, the scope is clear, and no missing components or subjective criteria are involved.",['*   Philip José Farmer'],1,1.0
48,5adf4b335542993a75d264a5,Paul DeBoy is known for an appearance in the Western action-adventure game developed by which company?,['Rockstar San Diego'],fully specified,fully specified,"This question is fully specified because it refers to a specific individual (Paul DeBoy) and a specific game (a Western action-adventure game he appeared in), asking for the developer company. The referent is unambiguous, and the scope is clear, requiring no subjective interpretation or missing components.",['*   Rockstar Games'],0,0.4
49,5ac2f34455429921a00ab0b6,What university did Bill Daly graduate that Gary Bettman also graduated from?,['New York University School of Law'],fully specified,fully specified,"This question is fully specified because it refers to two specific individuals (Bill Daly and Gary Bettman) and asks for the university they both graduated from. While the answer depends on factual verification of their educational backgrounds, the referents are clear, and the request is unambiguous. There are no missing components, no ambiguous references, and no subjective criteria involved.",['*   New York University School of Law'],1,1.0
50,5a7e040f5542990b8f503b13,"Who was born first, Bruce Conner or Nils Gaup?",['Bruce Conner'],fully specified,fully specified,"This question is fully specified because it asks for a factual comparison of birth dates between two specific individuals, Bruce Conner and Nils Gaup. The referents are unambiguous, and the request requires a clear, objective answer based on historical records. There are no missing components, no ambiguous references, and no subjective standards involved.",['*   Bruce Conner'],1,1.0
51,5a8f186055429918e830d186,What is one of the most successful retro-clones that is no longer supported by Wizards of the Coast?,['Old School Reference and Index Compilation'],fully specified,fully specified,"This question is fully specified because it refers to a specific, well-known retro-clone of Dungeons & Dragons (D&D) that is no longer supported by Wizards of the Coast. The referent is unambiguous, and the request is factual, asking for a historically recognized example of a retro-clone that was successful but is no longer supported by the original publisher. There are no missing components, no ambiguous references, and no subjective criteria involved.",['*   OSRIC (Old School Reference and Index Compilation)'],0,0.9230769231
52,5ac4fbe255429924173fb53b,"Name one of the Judges of Spring Baking Championship television series who was born on December 17, 1974 ?","['Jeffrey Adam ""Duff"" Goldman']",fully specified,fully specified,"This question is fully specified because it refers to a specific television show (Spring Baking Championship) and asks for the name of a judge who was born on a specific date (December 17, 1974). The referent is unambiguous, and the date is a precise, factual detail. While the show’s name could theoretically refer to multiple series, the inclusion of the specific birthdate narrows the possible candidates to a single, identifiable individual.",['*   Duff Goldman'],0,0.6666666667000001
53,5a8ee3a755429917b4a5be02,College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"['Harry Lillis ""Bing"" Crosby Jr.']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical film (""College Humor"" from 1933) and asks for the identity of a well-known American singer-actor with a distinct vocal style (warm bass-baritone). The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The answer is based on historical records of the film and the actor's known characteristics.",['*   Bing Crosby'],0,0.5714285714
54,5ab985eb554299131ca42360,"Between Greyia and Calibanus, which genus contains more species?",['Greyia'],fully specified,fully specified,"This question is fully specified because it asks for a factual biological comparison between two clearly defined genera (Greyia and Calibanus) based on the number of species they contain. The referents are unambiguous, the scope is precise, and no subjective standards or missing components are involved.",['*   Greyia'],1,1.0
55,5a771ead55429966f1a36c7c,Who starred as an American attorney in Grey Gardens?,['Ken Howard'],fully specified,fully specified,"This question is fully specified because it refers to the well-known film Grey Gardens and asks for the actor who played the character of an American attorney, which is a specific, factual role. The referent is clear, the scope is precise, and the request does not rely on subjective or multi-perspective considerations.",['*   Louis Zorich'],0,0.0
56,5ac46a8b5542991943173980,Was Princess Charlotte of Cambridge born before or after the repealing of the Royal Marriages Act 1772?,['after'],fully specified,fully specified,"This question is fully specified because it asks for a factual historical comparison between two well-defined events: the repeal of the Royal Marriages Act 1772 (which occurred in 1830) and the birth of Princess Charlotte of Cambridge (who was born in 1819). The referents are unambiguous, the scope is clear, and the question requires no subjective interpretation or missing components.",['*   After'],1,1.0
57,5abda2b755429933744ab80f,Hermann Wilhelm Göring was a veteran fighter pilot in a war that ended in what year?,['1918'],fully specified,fully specified,"This question is fully specified because it refers to a specific historical figure (Hermann Wilhelm Göring) and a well-defined historical event (World War II), asking for the year the war ended. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.","['*   ""1918""']",1,1.0
58,5adc02445542994650320c4e,Ethel Winter worked with which avant-garde theater director?,['Jean Erdman'],fully specified,fully specified,"This question is fully specified because it refers to a specific historical figure (Ethel Winter) and asks for the factual identification of an avant-garde theater director she worked with. The referent is unambiguous, and the scope is clear, requiring no subjective interpretation or missing contextual details.",['*   Martha Graham'],0,0.0
59,5a8b128455429971feec463b,What city is the women's Vans Triple Crown of Surfing event hosted at?,['City and County of Honolulu'],fully specified,fully specified,"This question is fully specified because it refers to a specific, well-documented event (the Women's Vans Triple Crown of Surfing) and asks for the factual location where it is hosted. The referent is unambiguous, and the scope is clear, with no missing components or subjective criteria involved.",['*   Haleiwa'],0,0.0
60,5a803ed45542996402f6a496,"Which song, released on December 7, 2008 was co-written by Liz Rose?",['White Horse'],fully specified,fully specified,"This question is fully specified because it provides a clear, unambiguous reference: the specific release date (December 7, 2008) and the co-writer (Liz Rose). The song in question is uniquely identifiable as ""I'm Not the Only One"" by Kelly Clarkson, which was co-written by Liz Rose and released on that date. There are no missing components, no ambiguous references, and no subjective criteria involved.",['No song was released on that exact date.'],0,0.0
61,5ab2123155429970612095b9,What did Mustafa Kemal Atatürk's residence become once it became Atatürk Museum Mansion?  ,['museum'],fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical event: the transformation of Mustafa Kemal Atatürk's former residence into the Atatürk Museum Mansion. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['*   A museum'],1,1.0
62,5a82edae55429966c78a6a9f,"Swiss music duo Double released their best known single ""The Captain of Her Heart"" in what year?",['1986'],fully specified,fully specified,"This question is fully specified because it refers to a specific musical entity (the Swiss duo Double) and a specific song (""The Captain of Her Heart""), asking for the factual release year. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['*   1986'],1,1.0
63,5a81b2505542995ce29dcc32,Kaye Stevens was an American singer and actress whose big break came at what hotel on the Las Vegas Strip that operated from April 1955 to May 2015?,['Riviera'],fully specified,fully specified,"This question is fully specified because it provides a clear, unambiguous referent (Kaye Stevens) and specific temporal context (operated from April 1955 to May 2015). The hotel in question is uniquely identifiable as the Sands Hotel and Casino, which matches the operational timeline and is historically known as the venue where Kaye Stevens gained her breakthrough. There are no missing components, no ambiguous references, and no subjective criteria involved.",['*   Sahara Hotel and Casino'],0,0.0
64,5ab568af554299494045efaf,"Who performed the Simon & Garfunkel song that was a follow-up single to ""The Boxer"" on Australian Idol? ",['Anthony Callea'],fully specified,fully specified,"This question is fully specified because it refers to a specific song (a follow-up single to “The Boxer”) from a specific context (Australian Idol) and asks for the performer. The referent is clear, the scope is precise, and there is no ambiguity or missing components.",['*   Guy Sebastian'],0,0.0
65,5ae537e45542990ba0bbb235,"When was the American singer, songwriter, record producer, dancer and actress born who's second studio album is Chapter II?","['October 13, 1980']",fully specified,fully specified,"This question is fully specified because it refers to a specific artist (Taylor Swift) through a unique identifier (her second studio album, ""Chapter II"") and asks for a factual date (birth date). The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.","['* October 13, 1980']",1,1.0
66,5ac2546a554299636651997b,"Who has released more studio albums, Candlelight Red or Motion City Soundtrack?",['Motion City Soundtrack'],fully specified,fully specified,"This question is fully specified because it refers to two distinct musical bands (Candlelight Red and Motion City Soundtrack) and asks for a factual comparison of their total studio album releases. The referents are unambiguous, the scope is clear, and no missing components or subjective criteria are involved.",['*   Motion City Soundtrack'],1,1.0
